#漢字	音標	解釋
模	mo2	
樣	ioŋ6	
樨	ɕi1	
樵	dʑiəo2	
樸	pʰu2	
樹	ʑy6	
樺	βa2	
橄	kan3	
橋	dʑiəo2	
橘	dʑy2	
橙	dʑiəŋ2	
機	tɕi1	
橡	ɕioŋ5	
橫	βəŋ2	
檀	dan2	
檄	ɕi2	
檑	lei2	
檔	toŋ5	
檢	tɕĩ3	
檣	dʑioŋ2	
檬	məŋ2	
檳	piəŋ1	
檸	ȵiəŋ2	
檻	kʰan3	
櫃	ɡuei6	
櫓	lou3	
櫚	lei3	
櫥	dʑy2	
櫳	ləŋ2	
櫸	tɕy3	
櫻	iəŋ1	
欄	lan2	
權	dʑyẽ2	
欒	lẽ2	
欖	lan3	
欠	tɕʰĩ5	
次	tsʰɿ5	
欣	ɕiəŋ1	
欲	iou5	
欷	ɕi1	
欸	ei3	表應諾
欺	tɕʰi1	
欽	tɕʰiəŋ1	
款	kʰuẽ3	
歇	ɕie2	
歉	tɕʰĩ5	
歌	ko1	
歐	ŋəo1	
歡	ɸẽ1	
止	tsɿ3	
正	tɕiəŋ1	(2)～月
正	tɕiəŋ5	(1)～路；～直
此	tsʰɿ3	
步	bu6	
武	u3	
歪	uai3	
歲	sei5	
歷	li5	
歸	kuei1	
歹	tai3	
死	sɿ3	
殃	ioŋ1	
殄	tʰĩ3	
殆	dai6	
殉	ɕyəŋ5	
殊	ʑy2	
殘	dzan2	
殞	yəŋ3	
殫	tan1	
殮	tɕĩ3	
殯	piəŋ5	
殲	tɕʰĩ1	
段	dẽ6	
殷	iəŋ1	
殺	sa2	
殼	kʰo2	
殿	dĩ6	
毀	ɸei3	
毅	ȵi6	
毆	ŋəo1	
每	mei3	
毒	tʰou5	
比	pi3	
毖	pi5	
毛	mao2	
毫	ɣao2	
毯	tʰan3	
氈	tɕĩ1-	
氈	tɕyẽ1=	
氏	zɿ6	
氐	ti3	
民	miəŋ2	
氓	moŋ2	
氖	nai3	
氛	ɸəŋ1	
氟	ɸu2	
氣	tɕʰi5	
氧	ioŋ3	
氨	ŋan1	
氫	tɕʰiəŋ1	
氮	dan6	
氳	yəŋ1	
水	ɕy3	
水	sei3=	
永	yəŋ3	
汁	tɕi2	
求	dʑiou2	
汆	tsʰẽ1	
汐	ɕi2	
汕	san5	
汗	βẽ6-	
汗	ɣan6=	
汛	ɕiəŋ5	
汞	kəŋ3	
江	tɕioŋ1	
池	dʑi2	
污	u1	
汨	mi5	
汩	ku3	
汪	oŋ1	
汰	tʰai5	
汴	bĩ6	
決	tɕye2	
汽	tɕʰi5	
沁	tɕʰiəŋ5	
沂	i2	
沅	yẽ2	
沈	ɕiəŋ3	
沉	diəŋ2-	
沉	dʑiəŋ2=	沉着
沒	me5	沉～
沓	tʰa5	
沖	tsʰəŋ1	
沙	sa1	
沛	pʰei5	
沫	mo5	
河	ɣo2	
沸	ɸei5	(又)
油	iou2	
治	dʑi6	
沼	tɕiəo1	
沾	tɕĩ1-	
沾	tian1=	
沿	yẽ2	
況	kʰoŋ5	
泅	dʑiou2	
泉	dʑĩ2	
泊	pʰa2	
泌	mi5	
法	ɸa2	
泛	ɸan5	
泡	pʰao1	
泡	pʰao5	(2)～菜
波	po1	
泥	ȵi2	
注	tɕy5	
泰	tʰai5	
泱	ioŋ1	
泳	yəŋ6	
泵	pəŋ5	
洄	βei2	
洋	ioŋ2	
洌	lie5	
洗	ɕi3	
洛	lo5	
洞	dəŋ6	
津	tɕiəŋ1	
洩	ɕie5	
洪	ɣəŋ2	
洲	tɕiou1	
洶	ɕiəŋ1	
活	ɸe5-	與死相對，～泥鰍
活	xo5=	
洽	tɕʰia2	
派	pʰan5-	
派	pʰai5=	
浙	tɕie2	
浜	poŋ1	沙家～
浦	pʰu3	
浩	ɣao6	
浪	loŋ6	
浮	bao2-	
浮	βu2=	
浴	iou5	
海	xai3	
浸	tɕiəŋ5	
消	ɕiəo1	
涉	ɕia2-	
涉	ɕie2=	
涓	tɕyẽ1	
涕	tʰi5	
涮	san5	漱洗：～瓶子，～口
涯	ŋa2	
涵	βẽ2-	
涵	ɣan2=	～洞
涼	lioŋ2	
淀	diəŋ6	
淆	ɕiəo3	
淋	liəŋ2	
淌	tʰoŋ3	
淑	ɕiou2	
淒	tɕʰi1	
淘	dao2	
淙	dzəŋ2	
淚	lei6	
淝	βei2	
淞	səŋ1	
淡	dan6	
淤	y1	
淦	kan5	
淨	dʑiəŋ6	
淪	ləŋ2	
淫	iəŋ2	
淬	tsʰei5	
淮	βai2	
深	ɕiəŋ1	
淳	ʑyəŋ2	
淵	yẽ1	
混	βəŋ6	
淹	ŋan1-	
淹	ĩ3=	
淺	tɕʰĩ3	
添	tʰĩ1	
淼	miəo3	
清	tɕʰian1-	
清	tɕʰiəŋ1=	
渙	ɸẽ5	
渚	tɕy3	
減	kan3	
渝	y6	
渠	dʑy2	
渡	dou6	
渣	tsa1	
渤	po2	
測	tse2	～嗒去：試探着去
測	tsʰe2=	
渭	uei5	
港	koŋ3	
渲	ɕyẽ1	
渴	kʰo2	
游	iou2	
渺	miəo3	
渾	kʰuəŋ1	混濁：～水子
湃	pai5	
湊	tsʰəo5	
湍	tʰẽ3	
湎	mĩ6	
湖	βu2	
湘	ɕioŋ1	
湛	tsan5	
湧	iəŋ3	
湮	ĩ1	
湯	tʰoŋ1	
湲	yẽ2	
湴	boŋ6	～田：泥腳很深的田
溏	doŋ2	不凝結、半流動的：～心蛋
源	yẽ2	
準	tɕyəŋ3	
溜	liou1	(1)光滑：～滑；滑：～冰
溜	liou2	(2)迅速：～勢
溝	kəo1	
溟	miəŋ2	
溢	i5	
溪	ɕi1	
溫	uəŋ1	
溯	so2	
溲	ɕiou3	排洩糞便：解～
溴	ɕiou5	
溶	iəŋ2	
滁	dʑy2	
滂	boŋ2	
滄	tsʰoŋ1	
滅	me5-	
滅	mie5=	
滇	dĩ2	
滋	tsɿ1	
滌	di2	
滑	ua5	
滓	tsɿ2	(輕化)渣～
滓	tsɿ3	渣～洞
滔	tʰao1	
滕	dẽ2	
滬	βu6	
滲	ɕiəŋ5	
滴	tia2-	(1)動詞，～水；量詞，一～汗
滴	tia5	(2)～嘰：一點兒
滴	ti2=	
滸	ɸu3	
滾	kuəŋ3	
滿	mẽ3	(1)～意；～場
漁	y2	
漂	pʰiəo1	(1)～流
漂	pʰiəo3	(2)～白
漂	pʰiəo5	(3)～亮
漆	tɕʰi2	
漉	lou5	～魚：撈魚
漏	ləo6	
漓	li2	
演	ĩ3	
漕	dzao2	
漚	ŋəo5	久浸使變化：～淤
漢	xan5	
漣	lĩ2	
漫	man6	
漭	moŋ3	
漲	tɕioŋ3	
漸	dʑĩ6	
漾	ȵioŋ6-	
漾	ioŋ6=	
漿	koŋ1	(2)～坨子
漿	tɕioŋ1	(1)豆～
潁	iəŋ3	
潑	pʰo2	
潔	tɕie2	
潘	pʰẽ1	
潛	dʑĩ2	
潢	ɣoŋ2	
潭	dan2	
潮	dʑiəo2	
潰	kʰuei5	
潷	pi5	擋住渣滓或其它固體，將液體倒出：～米湯
潺	dzan2	
潼	dəŋ2	
澀	dʑi6	
澄	diəŋ6-	使液體裏的固體雜質沉淀：把泥巴水～清
澄	dʑiəŋ2=	～清事實
澆	tɕiəo1	
澇	lao2	
澈	tɕʰie2	
澎	bẽ2	
澗	kan5	
澠	mĩ3	
澡	tsao3	
澤	tsʰe2	
澧	li3	
澳	ŋao5	
激	tɕi2	
濁	tsʰo5	
濃	ləŋ2	
濕	ɕi2	
濘	ȵiəŋ2	
濛	məŋ2	
濟	tɕi5	
濠	ɣao2	
濤	dao2	
濫	lan6	
濱	piəŋ1	
濺	tsan5	
濾	lei6=	
瀅	yəŋ2	
瀆	dou6	
瀉	ɕia5-	稀～箇：很稀
瀉	ɕie2-	肚子～
瀉	ɕie5=	
瀏	liou2	
瀑	pʰu2	
瀕	biəŋ2	
瀘	lou2	
瀚	xan5	
瀝	li6	
瀟	ɕiəo1	
瀠	yəŋ2	
瀦	sao5	
瀾	lan2	
灌	kuẽ5	
灑	sai3-	
灑	sa3=	
灘	tʰan1	
灣	uan1	
灤	lẽ2	
火	xo3	
灰	ɸei1	
灶	tsao5	
灸	tɕiou3	
灼	tɕio2	
災	tsai1	
炊	tsʰei1	
炎	ĩ2	
炒	tsʰao3	
炫	ʑyẽ2	
炬	dʑy6	
炭	tʰan5	
炮	pʰao5	
炳	piəŋ3	
炸	tsa5	(1)爆～
炸	tsʰa5	(2)把食物放在沸油裏弄熟：～油條
烈	lie5	
烊	ioŋ2	溶化、回潮：餅乾～箇嗒
烏	u1	
烘	xəŋ1	
烙	lo5	
烝	tɕiəŋ1	
烤	kʰao3	
烹	pʰẽ1	
烽	ɸəŋ1	
焉	ĩ1	
焊	ɣan6	
焌	tɕʰi1	用水將燃燒物澆滅：把火～滅；煮菜時加水：～湯
焐	u5	
焙	bei6	
焚	βəŋ2	
無	u2	
焦	tɕiəo1	
焰	ĩ6	
然	ĩ2	
煉	lĩ6	
煌	ɣoŋ2	
煎	tɕĩ1	(1)用油炸：～粑粑
煎	tɕĩ5	(2)熬：～油、～藥
煙	ĩ1	
煞	sa2	(1)動詞：～尾；(2)名詞：迷信的人指凶神
煣	iou2	用火烤木以使其彎曲
煤	mei2	
煥	ɸẽ5	
照	tɕiəo5	
煨	uei1	
煩	βan2	
煮	tɕy3	
煲	pao3	
煳	βu2	燒焦：飯～嗒
煺	tʰei5	
煻	doŋ2	～灰，帶餘熱的灰
煽	ɕĩ1	
熄	ɕi2	
熊	ʑiəŋ2	
熏	ɕyəŋ1	
熒	iəŋ2	(又)
熒	yəŋ2	(又)
熔	iəŋ2	
熘	liou1	
熙	ɕi1	
熟	ɕiou5	
熨	y6	～貼
熨	yəŋ6	
熬	ŋao2	(又)煎：～藥；燉：～骨頭湯；蒸：～酒
熬	ŋao6	(又)煎：～藥；燉：～骨頭湯；蒸：～酒
熯	xan1	焙或用少量的油煎：把水～乾
熱	ȵie5	
熵	ɕioŋ1	
熹	ɕi3	
燂	dan2	用明火烤竹木以使彎曲或變直
燃	ȵĩ2-	
燈	tẽ1	
燉	təŋ5	
燎	liəo2	
燒	ɕiəo1	
燕	ĩ5	
燙	tʰoŋ5	
燜	miəŋ1	用小火把食物煮熟：～飯
營	yəŋ2	
燥	tsao5	
燦	tsʰan5	
燧	sei5	
燭	tɕiou2	
燼	dʑiəŋ6	
燾	tʰao1	
爆	pʰao5	
爊	ŋao1	泛指炒菜：～菜
爐	lou2	
爛	lan6	
爪	tsao3	
爬	la2-	
爬	ba2=	
爭	tsoŋ1-	
爭	tsẽ1=	
爰	yẽ2	
爲	uei2	(又)
爲	uei6	(又)
爵	tɕʰio5	
父	βu6	
爸	pa1	(又)
爸	pa5	(又)
爹	tia1-	(1)
爹	ti1	(2)老頭：劉三～
爹	tie1=	(1)
爺	ia2-	
爺	ie2=	
爻	iəo2	
爽	soŋ3	
爾	ɯ3	
片	pʰian3-	
片	pʰĩ5	
版	pan3	
牌	bai2	
牒	tʰie2	
牖	iou3	
牘	dou6	
牙	ŋa2-	
牙	ia2=	
牛	ȵiou2	
牝	pʰiəŋ5	
牟	məo2	
牢	lao2	
牦	mao2	
物	u5	
牯	ku3	
牲	sẽ1	
牴	ti3	
牸	dzɿ6	
特	tʰie5-	
特	tʰe2=	
牽	tɕʰĩ1	
牾	u3	
犀	ɕi1	
犁	li2	
犒	kʰao5	
犟	dʑioŋ6	
犢	dou2	
犧	ɕi1	
犬	tɕʰyẽ3	
犯	βan6	
狀	dzoŋ6	
狂	ɡoŋ2	
狄	ti2	
狄	di2	
狎	ɕia2	
狐	βu2	
狒	ɸei5	
狗	kəo3	
狠	xẽ3	
狡	tɕiəo3	
狩	ʑiou6	
狸	li3	
狹	xa5-	
狹	ɕia2=	
狼	loŋ2	
狽	pei5	
猋	piəo1	
猖	tɕʰioŋ1	
猙	tsẽ1	
猛	məŋ3	
猜	tsʰai1	
猢	βu2	
猥	uei5	
猩	ɕiəŋ1	
猬	uei5	
猴	ɣəo2	
猶	iou2	
猻	səŋ1	
猿	yẽ2	
獄	iou5	
獅	sɿ1	
獎	tɕioŋ3	
獐	tɕioŋ1	
獗	tɕye2	
獠	liəo2	
獨	tʰou5	
獰	ȵiəŋ2	
獲	xo2	
獵	lie5	
獸	ɕiou5	
獺	tʰa2	
獻	ɕĩ5	
獼	mi2	
獾	ɸẽ1	
玀	lo3	
玄	ʑyẽ2	
率	so2-	(1)統～
率	sai5=	(1)統～
玉	y6	
王	oŋ2	
王	kʰe3	(訓讀)K，撲克牌的第13張
玖	tɕiou3	
玩	uan2	
玫	mei2	
玳	dai6	
玻	po1	
玿	ʑiəo2	
珍	tɕiəŋ1	
珠	tɕy1	
班	pan1	
現	ɕĩ5	(變調)
現	ʑĩ6	(又)
球	dʑiou2	
理	li3	
琉	liou2	
琢	tso2	
琥	ɸu3	
琪	dʑi2	
琳	liəŋ2	
琴	dʑiəŋ2	
琶	ba2	
瑁	mao6	
瑕	ʑia2	
瑙	nao3	
瑚	βu2	
瑛	iəŋ1	
瑜	y2	
瑟	se2	
瑣	so3	
瑤	iəo2	
瑩	iəŋ2	
瑩	yəŋ2	
瑪	ma3	
瑭	doŋ2	
瑯	loŋ2	
瑾	tɕiəŋ3	
璀	tsʰei3	
璃	li2	
璉	lĩ2	
璐	lou6	
璜	ɣoŋ2	
璞	pʰu3	
璧	pi2	
璨	tsʰan5	
環	βan2	
璽	ɕi2	
瓏	ləŋ2	
瓔	iəŋ1	
瓜	kua1	
瓠	ɸu5	
瓢	biəo2	
瓣	ban6	
瓤	iəŋ2	
瓦	ua3	
瓶	biəŋ2	
瓷	dzɿ2	
甄	tɕiəŋ1	
甑	tsẽ5	
甕	uəŋ5	
甘	kan1	
甚	ɕiəŋ5	
甜	dĩ2	
生	soŋ1-	
生	sẽ1=	
產	tsʰan3	
甥	sẽ1	
用	iəŋ6	
甩	sai3	
甫	pʰu3	
甬	iəŋ3	
田	dĩ2	
由	iou2	
甲	tɕia2	
申	ɕiəŋ1	
男	nan2	
甸	dĩ6	
界	kai5	
畏	uei5	
畔	bẽ6	
留	liou2	
畜	tɕʰiou2	(1)～牲
畜	ɕiou2	(2)～牧業
畝	məo3	
畢	pi2	
略	lio5-	
略	ȵio5=	
番	pan1-	～椒：辣椒
番	pʰan1=	(2)～禺：廣東地名
番	ɸan1=	(1)
畫	βa6	
異	i5	
當	toŋ1	(1)～家；～面
當	toŋ5	(2)恰～；～鋪
疆	tɕʰioŋ1	
疇	dʑiou2	
疊	tʰie2	
疏	sou1	
疑	ȵi2	
疔	tiəŋ1	
疚	tɕiou5	
疝	san5	
疣	iou2	
疤	pa1	
疥	kai5	
疫	y6-	
疫	i5=	
疱	pʰao5	
疲	bi2	
疳	kan1	
疵	tsʰɿ1	
疸	tan3	
疹	tɕiəŋ3	
疾	tɕʰi2	
痂	ka1	
病	bian6-	
病	biəŋ6=	
症	tɕiəŋ5	
痊	dʑĩ2	
痍	i2	
痕	ɣẽ2	
痘	dəo6	
痙	tɕiəŋ5	
痛	tʰəŋ5	
痢	li6	
痣	tsɿ5	
痧	sa1	
痰	dzan2	
痱	ɸei1	沙～子
痺	pi5	
痼	ku5	
痿	uei3	
瘁	tsʰei5	
瘋	ɸəŋ1	
瘍	ioŋ2	
瘓	ɸẽ5	
瘜	ɕi2	
瘟	uəŋ1	
瘡	tsʰoŋ1	
瘢	pan1	
瘤	liou6	
瘦	səo5	
瘧	ȵio5	
瘴	tɕioŋ5	
瘸	dʑya2	～子
瘸	dʑyan2	(存疑)手或腳殘廢：手～箇嗒，端碗都端不好
瘻	ləo6	
療	liəo2	
癆	lao2	
癆	nao6	(存疑)用藥毒害：～人藥
癇	ɣan2	
癌	ŋai2	
癍	pan1	
癔	i5	
癜	tĩ1	
癟	pie3	
癢	ioŋ3	
癤	tɕie2	
癩	lai6	
癬	ɕĩ3	
癮	iəŋ3	
癱	tʰan1	
癲	tĩ1	
登	tẽ1	
發	ɸa2	
白	pʰa5-	
白	pe2=	
百	pe2	
皂	dzao6	
的	ti2	～確
皆	kai1	
皇	ɣoŋ2	
皈	kuei1	
皋	kao1	
皎	tɕiəo3	
皓	ɣao6	
皖	uan3	
皚	ŋai2	
皮	bi2	
皺	tsəo5	
皿	miəŋ3	
盂	y2	
盅	tsəŋ1	
盆	biəŋ2	
盈	iəŋ2	
益	i5	
盎	ŋan5	
盒	xo5	
盔	kʰuei1	
盛	ɕiəŋ5	
盜	dao6	
盞	tsan3	
盟	miəŋ2	
盡	tɕiəŋ3	(又)
盡	dʑiəŋ6	(又)
監	kan5	
盤	bẽ2	
盧	lou2	
目	mo5	
盯	tiəŋ1	
盲	moŋ2	
直	tɕʰi5	
相	ɕioŋ1	(1)～當
相	ɕioŋ5	(2)～聲
盼	pʰan5	
盾	təŋ5	
省	sẽ3	
眇	miəo3	
眈	tan1	
看	kʰan5	
真	tɕiəŋ1	
眠	mĩ2	
眩	ʑyẽ2	
矓	ləŋ2	
眶	kʰuan1	
眷	dʑyẽ6	
眸	məo2	
眺	tʰiəo5	
眼	ŋan3	
眾	tsəŋ5	
着	tɕio2	(1)～落，～涼
着	tɕʰio5	入睡：睏～嗒
睏	kʰuəŋ5	
睛	tɕiəŋ1	
睜	tsẽ1	
睡	zei6	
督	tou2	
睫	tɕʰie2	
睬	tsʰai3	
睹	tou3	
睽	ɡuei2	
睾	kʰao3	
瞄	miəo2	
瞇	mi1	
瞌	kʰo2	
瞎	xa2-	
瞎	ɕia2=	
瞑	miəŋ2	
瞘	kʰəo1	眼窩深陷
瞞	mẽ2	
瞟	pʰiəo3	
瞧	dʑiəo2	
瞬	ɕyəŋ5	
瞰	kʰan5	
瞳	dəŋ2	
瞼	tɕĩ3	
瞽	ku3	
矛	mao2	
矢	sɿ3	
矣	i3	
知	tɕi1	
矩	tɕy3	
矬	tsʰo3	
短	tẽ3	
矮	ŋai3	
矯	tɕiəo1	
石	ɕia5-	
石	tan5	(2)十斗，一～米
石	ɕi5=	
矽	ɕi2	
砂	sa1	
砍	kʰan3	
研	ȵĩ1	(又)
研	ŋĩ1	(又)
砘	təŋ5	
砝	ɸa2	
砥	ti3	
砧	tiəŋ1	～板
砭	pĩ3	
砰	pʰəŋ3	
破	pʰo5	
砷	ɕiəŋ1	
砸	tsa2	
硅	kuei1	
硝	ɕiəo1	
硫	liou2	
硬	ȵĩ6	(又)
硬	ŋĩ6	(又)
硭	moŋ2	
硯	ȵĩ6	(又)
硯	ŋĩ6	(又)
碉	tiəo1	
碌	lou5	
碎	tsʰei5-	
碎	sei5=	
碑	pei1	
碓	tei5	～窾：舂米的工具
碗	uẽ3	
碘	tĩ3	
碟	tʰie5-	
碟	tʰie2=	飛～
碣	tɕie2	
碧	pi2	
碰	pʰəŋ5	
鹼	kan3-	
鹼	tɕĩ3=	
碳	tʰan5	
確	kʰo2	
碼	ma3	
碾	ȵĩ3-	
碾	tɕĩ3=	
磁	dzɿ2	
磅	boŋ2	(2)～礴
磅	poŋ5	(1)～秤
磉	soŋ3	柱子石墩
磊	lei3	
磐	bẽ2	
磙	kuəŋ3	
磚	tɕyẽ1	
磡	kʰuẽ5	垂直的陡坡：山～
磨	mo2	(1)動詞，～刀
磨	mo6	(2)名詞：石～子；動詞：～豆腐
磬	tɕʰian5	
磷	liəŋ2	
磺	ɣoŋ2	
礁	tɕiəo1	
礅	təŋ1	厚而粗的整石，石～
礎	tsʰou3	
礙	ŋai6	
礦	kʰoŋ5	
礪	li5	
礫	li5	
礬	βan2	
礴	pʰo2	
礵	soŋ1	
示	zɿ6	
社	ʑia6-	
社	ʑie6=	
祀	sɿ5	
祖	tsou3	
祛	tɕʰy1	
祝	tɕiou2	
神	ʑiəŋ2	
祟	sei5	
祠	dzɿ2	
祥	dʑioŋ2-	
祥	ʑioŋ2=	
祧	tʰiəo1	大～屋：堂屋，有神龕、祭祀先人的正廳
票	pʰiəo5	
祭	tɕi5	
祿	lou5	
禁	tɕiəŋ1	(又)
禁	tɕiəŋ5	(又)
禍	ɣo6	
福	ɸu2	
禦	y6	
禧	ɕi3	
禪	dzan2	
禮	li3	
禱	tao3	
禹	y3	
禽	dʑiəŋ2	
禾	u2-	
禾	o2	(又)
禿	tʰou2	
秀	ɕiou5	
私	sɿ1	
秉	piəŋ3	
秋	tɕʰiou1	
科	kʰo1	
秒	miəo3	
秘	pi5-	
秘	mi5=	
租	tsou1	
秤	tɕʰiəŋ5	
秦	dʑiəŋ2	
秧	ioŋ1	
秭	tsɿ3	
移	i2	
稀	ɕi1	
稃	ɸu1	
稅	sei5	
稈	kuẽ3	脫去穀粒後的稻桿
程	dʑiəŋ2	
稍	sao3	
稗	bai6	
稟	piəŋ3	
稠	dʑiou2	
種	tsəŋ3	
稱	tɕʰiəŋ1-	(1)～讚；～穀
稱	tɕʰiəŋ5	(2)適合：～心
稻	dao6	
稼	tɕia5	
稿	kao3	
積	tɕi2	
穎	iəŋ3	
穗	βei6-	
穗	sei5=	
穢	βei6	
穩	uəŋ3	
究	tɕiou5	
空	kʰəŋ1	(1)～間；～手
空	kʰəŋ5	(2)～隙；～閑
穿	tɕʰyẽ1	
突	tʰou2	
窄	tse2	
窒	tsɿ5	
窕	tʰiəo3	
窖	kao5	
窗	tsʰoŋ1	
窗	tsʰẽ5	
窘	tɕyəŋ3	
窟	kʰu2	
窠	xo1	
窩	o1	
窪	ua1	
窯	iəo2	
窺	kʰuei1	
窾	kʰuẽ3	
竄	tsʰẽ5	(又)
竅	tɕʰiəo5	
竇	dou6	
竊	tɕʰie2	
立	li5	
站	tsan5	(1)動詞，～立
站	dzan6	(2)名詞：～台
竟	tɕiəŋ5	
章	tɕioŋ1	
竣	tsəŋ5	
童	dəŋ2	
竭	tɕie2	
端	tẽ1	
競	tɕiəŋ5	
竹	tɕiou2	
竽	y2	
笆	pa1	
笑	ɕiəo5	
笙	sẽ1	
笛	di2	
笠	li1	
笤	diəo2	
符	βu2	
笨	piəŋ5	
第	di6	
筆	pi2	
等	tẽ3	
筋	tɕiəŋ1	
筍	səŋ3	
筏	ɸa2	
筐	tɕʰioŋ1-	
筐	kʰuan1=	
筒	dəŋ2	
答	ta2	
策	tsʰe2	
筢	ba2	
筮	sɿ5	
筲	sao1	～箕：用于淘米洗菜等的竹器，形如簸箕
筵	ĩ2	
筷	kʰuai5	
箅	bi2	
箇	ko3	指示代詞，相當於「這」
箋	tɕĩ1	
箍	ku1	
箏	tsẽ1	
箔	po3	
算	sẽ5	
管	kuẽ3	
箢	yẽ1	～箕：用以挑土、糞等的竹製器具
箭	tɕĩ5	
箱	ɕioŋ1	
箴	tɕiəŋ1	
節	tɕie2	
範	ɸan5	
篆	dʑyẽ6	
篇	pʰĩ1	
築	tɕiou2	
篙	ka5	竹～：晾衣服的竹桿
篝	kəo1	
篡	tsʰẽ5	
篤	tou3	
篦	bi6	
篩	sai1	
篷	bəŋ2	
篼	təo1	
篾	mie5	
簇	tsʰou2	
簍	ləo3	
簟	dĩ6	
簡	kan3	
簣	kʰuei5	
簧	ɣoŋ2	
簪	tsan1	
簫	ɕiəo1	
簷	ĩ2	
簸	po5	
簽	tɕʰĩ1	
簾	lĩ2	
簿	bu6	
籀	dʑiou6	
籃	lan1-	
籃	lan2=	
籌	dʑiou2	
籍	tɕʰi2	
籠	ləŋ2	(1)再～子、～著手
籠	ləŋ3	(2)～統
籤	tɕʰĩ1	
籬	li2	
籮	lo2	
籲	y6	
米	mi3	
籼	tɕĩ1	黏性小的稻子，與糯相對：～米
籽	tsɿ3	
粉	ɸəŋ3	
粒	li5	
粕	pʰe2	
粗	tsʰou1	
粘	tɕĩ1-	
粘	tian1=	
粟	ɕiou2	
粥	tɕiou2	
粱	lioŋ2	
粲	tsʰan5	
粵	ye5	
粹	tsʰei5	
粼	liəŋ2	
糉	tsəŋ5	
精	tɕian1-	
精	tɕiəŋ1=	
糅	iou2	
糊	βu2	
糌	tsan1	
糍	dzɿ2	
糕	kao1	
糖	doŋ2	
糙	tsʰao5	
糜	mi2	
糞	ɸəŋ5	
糟	tsao1	
糠	xoŋ1	
糧	lioŋ2	
糯	no6	
糶	tʰiəo5	
系	ʑi6	～統
糾	tɕiou1	
紀	tɕi3	(1)～律
紀	tɕi5	(2)～念
紂	dʑiou6	
約	io5	
紅	ɣəŋ2	
紆	y1	
紈	uan2	
紊	uəŋ6	
紋	uəŋ2	
納	na5	
紐	ȵiou3	
純	ʑyəŋ2	
紗	sa1	
紙	tsɿ3	
級	tɕʰi2	
紛	ɸəŋ1	
素	sou5	
紡	xoŋ3	
索	so2	
紥	tsa3	
紫	tsɿ3	
累	lei3	(1)連～；湊～：爲湊數反而礙事
累	lia5	(訓讀)勞累
累	lei6	(2)勞～
細	ɕi5	
紳	ɕiəŋ1	
紹	ʑiəo6	
終	tsəŋ1	
組	tsou3	
絆	bẽ6	
結	tɕie2	口吃者
絕	tɕʰie2-	
絕	tɕye2=	
絞	tɕiəo3	
絡	lo5	(2)脈～
絡	lao5	(1)用線或繩子纏住：雞腳得紗線～起嗒
給	tɕie2-	
給	ke2=	
絨	iəŋ2	
絮	ɕi5-	
絮	ɕy5=	
統	tʰəŋ3	
絲	sɿ1	
絳	tɕioŋ5	
絹	tɕyẽ1	
綁	poŋ3	
經	tɕiəŋ1	
綜	tsəŋ1	
綠	lou5	
綢	dʑiou2	
綬	ʑiou6	
維	uei2	
綯	dao2	
綰	uan3	
綱	koŋ1	
網	moŋ3-	
網	oŋ3=	
綸	kuan1	(2)
綸	ləŋ2	(1)尼～
綹	liou3	將繩子編起來
綻	tsan5	
綽	tsʰao1	(俗字)抓取：～起事就做
綿	mĩ2	
緊	tɕiəŋ3	
緋	ɸei1	
緖	dʑi6-	
緖	ʑy6=	
緘	tɕĩ1	
線	ɕĩ5	
緞	dẽ6	
締	tʰia2	(訓讀)捆紮：把麻袋～起
締	ti5	
緡	miəŋ2	～錢：銅錢
緣	yẽ2	
編	pʰĩ1	
緩	ɸẽ3	
緬	mĩ6	
緯	uei3	
緲	miəo3	
練	lĩ6	
縈	ian1-	纏繞：把繩子～起
縈	yan1-	纏繞：把繩子～起
縈	yəŋ2=	
縉	tɕiəŋ5	
縊	i5	
縛	xo5	捆綁：～柴
縞	kao3	
縣	ʑĩ6	
縧	tʰao1	
縫	βəŋ2	(1)動詞：～紉
縫	βəŋ6	(2)名詞：～隙
縮	sou2-	
縮	so2=	
縱	tsəŋ5	
縹	pʰiəo1	
總	tsəŋ3	
績	tɕi2	
繁	βan2	
繃	pəŋ1	
織	tɕi2	
繕	ʑĩ6-	
繕	ʑyẽ6=	
繚	liəo2	
繞	iəo3	
繡	ɕiou5	
繩	ʑiəŋ2=	
繪	βei6	
繫	tɕi5	～鞋帶
繫	ɕi5=	～鞋帶
繭	tɕĩ3	
繮	tɕʰioŋ1	
繯	βan2	
繰	tɕʰiəo1	將衣曜或帶子的布邊往裏卷，再用針縫，以使其不露針腳：～邊
繳	tɕiəo1-	
繳	tɕiəo3=	
繹	i5	
繼	tɕi5	
繽	piəŋ1	
繾	tɕʰĩ3	
纂	dʑyẽ6	
續	sou2	
纍	lei3	～計
纏	dʑĩ2-	
纏	dʑyẽ2	
纓	iəŋ1	
纔	dzai2	
纖	tɕʰĩ1	
纜	lan3	
缸	koŋ1	
缺	ye5-	
缺	tɕʰye2=	
罄	tɕʰiəŋ5	
罈	dan2	
罌	iəŋ1	
罐	kuẽ5	
罕	ɣan6	
罟	ku3	
罨	ĩ3	
罩	tsao5	
罪	dzei6	
置	tɕʰi5	
罰	ɸa5	
署	ɕy3	
罵	ma6	
罷	ba6	
罹	li2	
罾	tsẽ1	
羅	lo2	
羊	ioŋ2	
羌	tɕʰioŋ1	
